date,theta,kappa,sigma,rho,v0
2021-10-06,0.118958,1.684029,1.046592,-0.843068,0.032321
2021-10-07,0.248093,0.757212,1.024705,-0.823227,0.025581
2021-10-08,0.104336,2.464043,1.022464,-0.853275,0.022367
2021-10-11,0.128616,1.549893,1.018291,-0.849425,0.028713
2021-10-12,0.482470,0.326263,0.961488,-0.827846,0.026989
2021-10-13,0.500000,0.329609,0.934254,-0.810975,0.022891
2021-10-14,0.500000,0.368829,0.970636,-0.774922,0.015623
2021-10-15,0.500000,0.411505,0.983788,-0.777456,0.012765
2021-10-18,0.478119,0.418102,1.009001,-0.778126,0.013934
2021-10-19,0.500000,0.386295,0.990626,-0.756192,0.012450
2021-10-20,0.500000,0.396919,1.003098,-0.756562,0.011839
2021-10-21,0.477487,0.421357,0.972457,-0.768823,0.010394
2021-10-22,0.495212,0.435908,1.001116,-0.794052,0.011012
2021-10-25,0.500000,0.354432,0.951351,-0.779151,0.012558
2021-10-26,0.498613,0.353582,1.020775,-0.780053,0.014641
2021-10-27,0.500000,0.379428,1.109394,-0.792202,0.018349
2021-10-28,0.480569,0.386561,1.038408,-0.775765,0.014629
2021-10-29,0.500000,0.379801,1.061778,-0.790652,0.014627
2021-11-01,0.500000,0.377108,1.061584,-0.780396,0.015108
2021-11-02,0.500000,0.360592,1.031586,-0.776029,0.014497
2021-11-03,0.500000,0.345579,0.993057,-0.767606,0.012411
2021-11-04,0.500000,0.354488,1.012706,-0.756078,0.011988
2021-11-05,0.500000,0.378097,1.067678,-0.740295,0.013418
2021-11-08,0.500000,0.399743,1.125466,-0.758220,0.014531
2021-11-09,0.500000,0.385482,1.141792,-0.766400,0.017225
2021-11-10,0.500000,0.380767,1.107984,-0.791906,0.019571
2021-11-11,0.500000,0.379273,1.053997,-0.791793,0.017279
2021-11-12,0.500000,0.405539,0.988889,-0.767487,0.012164
2021-11-15,0.500000,0.401236,1.034030,-0.766318,0.013634
2021-11-16,0.500000,0.400545,1.024129,-0.758769,0.013214
2021-11-17,0.500000,0.452132,1.078589,-0.769317,0.013162
2021-11-18,0.500000,0.464766,1.081168,-0.766436,0.013028
2021-11-19,0.500000,0.476555,1.106446,-0.790496,0.013980
2021-11-22,0.500000,0.409983,1.174906,-0.785223,0.021383
2021-11-23,0.500000,0.393354,1.126849,-0.780209,0.019774
2021-11-24,0.500000,0.400952,1.128727,-0.774212,0.018292
2021-11-26,0.082586,5.594161,1.649170,-0.908548,0.061148
2021-11-29,0.368852,0.524740,1.266455,-0.816657,0.032208
2021-11-30,0.085106,3.833235,1.494145,-0.870646,0.054156
2021-12-01,0.083795,4.979014,1.640491,-0.893814,0.075580
2021-12-02,0.111505,2.698015,1.495308,-0.855455,0.053980
2021-12-03,0.138183,2.666251,1.668496,-0.869974,0.062746
2021-12-06,0.200117,1.338755,1.476144,-0.840333,0.047698
2021-12-07,0.497780,0.428601,1.255716,-0.800920,0.029341
2021-12-08,0.500000,0.427688,1.154002,-0.777973,0.022484
2021-12-09,0.500000,0.415652,1.206218,-0.799299,0.027865
2021-12-10,0.484413,0.462710,1.151570,-0.803101,0.018415
2021-12-13,0.500000,0.443824,1.152990,-0.805298,0.025487
2021-12-14,0.500000,0.404912,1.116612,-0.825006,0.031001
2021-12-15,0.396626,0.560444,1.140128,-0.795347,0.020637
2021-12-16,0.500000,0.457269,1.179847,-0.810334,0.026345
2021-12-17,0.500000,0.437565,1.110341,-0.839178,0.031084
2021-12-20,0.499601,0.349280,1.089998,-0.833829,0.040142
2021-12-21,0.500000,0.416063,1.111295,-0.811828,0.029437
2021-12-22,0.500000,0.470933,1.127020,-0.798921,0.020162
2021-12-23,0.500000,0.507164,1.145938,-0.794042,0.016240
2021-12-27,0.500000,0.477718,1.133956,-0.772259,0.014648
2021-12-28,0.500000,0.458117,1.120951,-0.771588,0.015097
2021-12-29,0.500000,0.450364,1.088834,-0.766273,0.012974
2021-12-30,0.500000,0.439072,1.083781,-0.777170,0.014299
2021-12-31,0.500000,0.424680,1.089927,-0.789324,0.014889
